frame_index,timestamp_us,time_seconds,shot_id,shot_local_frame,subtitles_active,audio_active
273,11375000,11.375000,shot_002,129,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
274,11416667,11.416667,shot_002,130,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
275,11458333,11.458333,shot_002,131,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
276,11500000,11.500000,shot_002,132,,audio_001 | audio_002
277,11541667,11.541667,shot_002,133,,audio_001 | audio_002
278,11583333,11.583333,shot_002,134,,audio_001 | audio_002
279,11625000,11.625000,shot_002,135,,audio_001 | audio_002
280,11666667,11.666667,shot_002,136,,audio_001 | audio_002
281,11708333,11.708333,shot_002,137,,audio_001 | audio_002
282,11750000,11.750000,shot_002,138,,audio_001 | audio_002
283,11791667,11.791667,shot_002,139,,audio_001 | audio_002
284,11833333,11.833333,shot_002,140,,audio_001 | audio_002
285,11875000,11.875000,shot_002,141,,audio_001 | audio_002
286,11916667,11.916667,shot_002,142,,audio_001 | audio_002
287,11958333,11.958333,shot_002,143,,audio_001 | audio_002
288,12000000,12.000000,shot_003,0,,audio_003
289,12041667,12.041667,shot_003,1,,audio_003
290,12083333,12.083333,shot_003,2,,audio_003
291,12125000,12.125000,shot_003,3,,audio_003
292,12166667,12.166667,shot_003,4,,audio_003
293,12208333,12.208333,shot_003,5,,audio_003
294,12250000,12.250000,shot_003,6,,audio_003
295,12291667,12.291667,shot_003,7,,audio_003
296,12333333,12.333333,shot_003,8,,audio_003
297,12375000,12.375000,shot_003,9,,audio_003
298,12416667,12.416667,shot_003,10,,audio_003
299,12458333,12.458333,shot_003,11,,audio_003
300,12500000,12.500000,shot_003,12,,audio_003
301,12541667,12.541667,shot_003,13,,audio_003
302,12583333,12.583333,shot_003,14,,audio_003
303,12625000,12.625000,shot_003,15,,audio_003
304,12666667,12.666667,shot_003,16,,audio_003
305,12708333,12.708333,shot_003,17,,audio_003
306,12750000,12.750000,shot_003,18,,audio_003
307,12791667,12.791667,shot_003,19,,audio_003
308,12833333,12.833333,shot_003,20,,audio_003
309,12875000,12.875000,shot_003,21,,audio_003
310,12916667,12.916667,shot_003,22,,audio_003
311,12958333,12.958333,shot_003,23,,audio_003
312,13000000,13.000000,shot_003,24,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
313,13041667,13.041667,shot_003,25,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
314,13083333,13.083333,shot_003,26,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
315,13125000,13.125000,shot_003,27,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
316,13166667,13.166667,shot_003,28,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
317,13208333,13.208333,shot_003,29,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
318,13250000,13.250000,shot_003,30,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
319,13291667,13.291667,shot_003,31,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
320,13333333,13.333333,shot_003,32,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
321,13375000,13.375000,shot_003,33,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
322,13416667,13.416667,shot_003,34,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
323,13458333,13.458333,shot_003,35,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
324,13500000,13.500000,shot_003,36,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
325,13541667,13.541667,shot_003,37,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
326,13583333,13.583333,shot_003,38,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
327,13625000,13.625000,shot_003,39,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
328,13666667,13.666667,shot_003,40,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
329,13708333,13.708333,shot_003,41,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
330,13750000,13.750000,shot_003,42,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
331,13791667,13.791667,shot_003,43,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
332,13833333,13.833333,shot_003,44,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
333,13875000,13.875000,shot_003,45,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
334,13916667,13.916667,shot_003,46,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
335,13958333,13.958333,shot_003,47,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
336,14000000,14.000000,shot_003,48,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
337,14041667,14.041667,shot_003,49,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
338,14083333,14.083333,shot_003,50,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
339,14125000,14.125000,shot_003,51,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
340,14166667,14.166667,shot_003,52,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
341,14208333,14.208333,shot_003,53,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
342,14250000,14.250000,shot_003,54,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
343,14291667,14.291667,shot_003,55,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
344,14333333,14.333333,shot_003,56,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
345,14375000,14.375000,shot_003,57,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
346,14416667,14.416667,shot_003,58,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
347,14458333,14.458333,shot_003,59,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
348,14500000,14.500000,shot_003,60,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
349,14541667,14.541667,shot_003,61,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
350,14583333,14.583333,shot_003,62,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
351,14625000,14.625000,shot_003,63,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
352,14666667,14.666667,shot_003,64,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
353,14708333,14.708333,shot_003,65,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
354,14750000,14.750000,shot_003,66,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
355,14791667,14.791667,shot_003,67,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
356,14833333,14.833333,shot_003,68,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
357,14875000,14.875000,shot_003,69,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
358,14916667,14.916667,shot_003,70,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
359,14958333,14.958333,shot_003,71,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
360,15000000,15.000000,shot_003,72,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
361,15041667,15.041667,shot_003,73,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
362,15083333,15.083333,shot_003,74,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
363,15125000,15.125000,shot_003,75,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
364,15166667,15.166667,shot_003,76,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
365,15208333,15.208333,shot_003,77,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
366,15250000,15.250000,shot_003,78,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
367,15291667,15.291667,shot_003,79,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
368,15333333,15.333333,shot_003,80,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
369,15375000,15.375000,shot_003,81,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
370,15416667,15.416667,shot_003,82,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
371,15458333,15.458333,shot_003,83,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
372,15500000,15.500000,shot_003,84,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
373,15541667,15.541667,shot_003,85,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
374,15583333,15.583333,shot_003,86,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
375,15625000,15.625000,shot_003,87,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
376,15666667,15.666667,shot_003,88,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
377,15708333,15.708333,shot_003,89,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
378,15750000,15.750000,shot_003,90,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
379,15791667,15.791667,shot_003,91,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
380,15833333,15.833333,shot_003,92,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
381,15875000,15.875000,shot_003,93,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
382,15916667,15.916667,shot_003,94,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
383,15958333,15.958333,shot_003,95,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
384,16000000,16.000000,shot_003,96,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
385,16041667,16.041667,shot_003,97,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
386,16083333,16.083333,shot_003,98,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
387,16125000,16.125000,shot_003,99,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
388,16166667,16.166667,shot_003,100,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
389,16208333,16.208333,shot_003,101,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
390,16250000,16.250000,shot_003,102,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
391,16291667,16.291667,shot_003,103,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
392,16333333,16.333333,shot_003,104,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
393,16375000,16.375000,shot_003,105,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
394,16416667,16.416667,shot_003,106,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
395,16458333,16.458333,shot_003,107,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
396,16500000,16.500000,shot_003,108,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
397,16541667,16.541667,shot_003,109,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
398,16583333,16.583333,shot_003,110,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
399,16625000,16.625000,shot_003,111,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
400,16666667,16.666667,shot_003,112,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
401,16708333,16.708333,shot_003,113,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
402,16750000,16.750000,shot_003,114,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
403,16791667,16.791667,shot_003,115,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
404,16833333,16.833333,shot_003,116,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
405,16875000,16.875000,shot_003,117,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
406,16916667,16.916667,shot_003,118,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
407,16958333,16.958333,shot_003,119,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
408,17000000,17.000000,shot_003,120,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
409,17041667,17.041667,shot_003,121,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
410,17083333,17.083333,shot_003,122,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
411,17125000,17.125000,shot_003,123,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
412,17166667,17.166667,shot_003,124,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
413,17208333,17.208333,shot_003,125,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
414,17250000,17.250000,shot_003,126,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
415,17291667,17.291667,shot_003,127,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
416,17333333,17.333333,shot_003,128,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
417,17375000,17.375000,shot_003,129,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
418,17416667,17.416667,shot_003,130,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
419,17458333,17.458333,shot_003,131,"Iphigenia walked toward the granite altar, her white linen robe trailing across dust.",audio_003
420,17500000,17.500000,shot_003,132,,audio_003
421,17541667,17.541667,shot_003,133,,audio_003
422,17583333,17.583333,shot_003,134,,audio_003
423,17625000,17.625000,shot_003,135,,audio_003
424,17666667,17.666667,shot_003,136,,audio_003
425,17708333,17.708333,shot_003,137,,audio_003
426,17750000,17.750000,shot_003,138,,audio_003
427,17791667,17.791667,shot_003,139,,audio_003
428,17833333,17.833333,shot_003,140,,audio_003
429,17875000,17.875000,shot_003,141,,audio_003
430,17916667,17.916667,shot_003,142,,audio_003
431,17958333,17.958333,shot_003,143,,audio_003
432,18000000,18.000000,shot_004,0,,audio_003 | audio_004
433,18041667,18.041667,shot_004,1,,audio_003 | audio_004
434,18083333,18.083333,shot_004,2,,audio_003 | audio_004
435,18125000,18.125000,shot_004,3,,audio_003 | audio_004
436,18166667,18.166667,shot_004,4,,audio_003 | audio_004
437,18208333,18.208333,shot_004,5,,audio_003 | audio_004
438,18250000,18.250000,shot_004,6,,audio_003 | audio_004
439,18291667,18.291667,shot_004,7,,audio_003 | audio_004
440,18333333,18.333333,shot_004,8,,audio_003 | audio_004
441,18375000,18.375000,shot_004,9,,audio_003 | audio_004
442,18416667,18.416667,shot_004,10,,audio_003 | audio_004
443,18458333,18.458333,shot_004,11,,audio_003 | audio_004
444,18500000,18.500000,shot_004,12,,audio_003 | audio_004
445,18541667,18.541667,shot_004,13,,audio_003 | audio_004
446,18583333,18.583333,shot_004,14,,audio_003 | audio_004
447,18625000,18.625000,shot_004,15,,audio_003 | audio_004
448,18666667,18.666667,shot_004,16,,audio_003 | audio_004
449,18708333,18.708333,shot_004,17,,audio_003 | audio_004
450,18750000,18.750000,shot_004,18,,audio_003 | audio_004
451,18791667,18.791667,shot_004,19,,audio_003 | audio_004
452,18833333,18.833333,shot_004,20,,audio_003 | audio_004
453,18875000,18.875000,shot_004,21,,audio_003 | audio_004
454,18916667,18.916667,shot_004,22,,audio_003 | audio_004
455,18958333,18.958333,shot_004,23,,audio_003 | audio_004
456,19000000,19.000000,shot_004,24,Forgive me... the winds demand their toll.,audio_003 | audio_004
457,19041667,19.041667,shot_004,25,Forgive me... the winds demand their toll.,audio_003 | audio_004
458,19083333,19.083333,shot_004,26,Forgive me... the winds demand their toll.,audio_003 | audio_004
459,19125000,19.125000,shot_004,27,Forgive me... the winds demand their toll.,audio_003 | audio_004
460,19166667,19.166667,shot_004,28,Forgive me... the winds demand their toll.,audio_003 | audio_004
461,19208333,19.208333,shot_004,29,Forgive me... the winds demand their toll.,audio_003 | audio_004
462,19250000,19.250000,shot_004,30,Forgive me... the winds demand their toll.,audio_003 | audio_004
463,19291667,19.291667,shot_004,31,Forgive me... the winds demand their toll.,audio_003 | audio_004
464,19333333,19.333333,shot_004,32,Forgive me... the winds demand their toll.,audio_003 | audio_004
465,19375000,19.375000,shot_004,33,Forgive me... the winds demand their toll.,audio_003 | audio_004
466,19416667,19.416667,shot_004,34,Forgive me... the winds demand their toll.,audio_003 | audio_004
467,19458333,19.458333,shot_004,35,Forgive me... the winds demand their toll.,audio_003 | audio_004
468,19500000,19.500000,shot_004,36,Forgive me... the winds demand their toll.,audio_003 | audio_004
469,19541667,19.541667,shot_004,37,Forgive me... the winds demand their toll.,audio_003 | audio_004
470,19583333,19.583333,shot_004,38,Forgive me... the winds demand their toll.,audio_003 | audio_004
471,19625000,19.625000,shot_004,39,Forgive me... the winds demand their toll.,audio_003 | audio_004
472,19666667,19.666667,shot_004,40,Forgive me... the winds demand their toll.,audio_003 | audio_004
473,19708333,19.708333,shot_004,41,Forgive me... the winds demand their toll.,audio_003 | audio_004
474,19750000,19.750000,shot_004,42,Forgive me... the winds demand their toll.,audio_003 | audio_004
475,19791667,19.791667,shot_004,43,Forgive me... the winds demand their toll.,audio_003 | audio_004
476,19833333,19.833333,shot_004,44,Forgive me... the winds demand their toll.,audio_003 | audio_004
477,19875000,19.875000,shot_004,45,Forgive me... the winds demand their toll.,audio_003 | audio_004
478,19916667,19.916667,shot_004,46,Forgive me... the winds demand their toll.,audio_003 | audio_004
479,19958333,19.958333,shot_004,47,Forgive me... the winds demand their toll.,audio_003 | audio_004
480,20000000,20.000000,shot_004,48,Forgive me... the winds demand their toll.,audio_003 | audio_004
481,20041667,20.041667,shot_004,49,Forgive me... the winds demand their toll.,audio_003 | audio_004
482,20083333,20.083333,shot_004,50,Forgive me... the winds demand their toll.,audio_003 | audio_004
483,20125000,20.125000,shot_004,51,Forgive me... the winds demand their toll.,audio_003 | audio_004
484,20166667,20.166667,shot_004,52,Forgive me... the winds demand their toll.,audio_003 | audio_004
485,20208333,20.208333,shot_004,53,Forgive me... the winds demand their toll.,audio_003 | audio_004
486,20250000,20.250000,shot_004,54,Forgive me... the winds demand their toll.,audio_003 | audio_004
487,20291667,20.291667,shot_004,55,Forgive me... the winds demand their toll.,audio_003 | audio_004
488,20333333,20.333333,shot_004,56,Forgive me... the winds demand their toll.,audio_003 | audio_004
489,20375000,20.375000,shot_004,57,Forgive me... the winds demand their toll.,audio_003 | audio_004
490,20416667,20.416667,shot_004,58,Forgive me... the winds demand their toll.,audio_003 | audio_004
491,20458333,20.458333,shot_004,59,Forgive me... the winds demand their toll.,audio_003 | audio_004
492,20500000,20.500000,shot_004,60,Forgive me... the winds demand their toll.,audio_003 | audio_004
493,20541667,20.541667,shot_004,61,Forgive me... the winds demand their toll.,audio_003 | audio_004
494,20583333,20.583333,shot_004,62,Forgive me... the winds demand their toll.,audio_003 | audio_004
495,20625000,20.625000,shot_004,63,Forgive me... the winds demand their toll.,audio_003 | audio_004
496,20666667,20.666667,shot_004,64,Forgive me... the winds demand their toll.,audio_003 | audio_004
497,20708333,20.708333,shot_004,65,Forgive me... the winds demand their toll.,audio_003 | audio_004
498,20750000,20.750000,shot_004,66,Forgive me... the winds demand their toll.,audio_003 | audio_004
499,20791667,20.791667,shot_004,67,Forgive me... the winds demand their toll.,audio_003 | audio_004
500,20833333,20.833333,shot_004,68,Forgive me... the winds demand their toll.,audio_003 | audio_004
501,20875000,20.875000,shot_004,69,Forgive me... the winds demand their toll.,audio_003 | audio_004
502,20916667,20.916667,shot_004,70,Forgive me... the winds demand their toll.,audio_003 | audio_004
503,20958333,20.958333,shot_004,71,Forgive me... the winds demand their toll.,audio_003 | audio_004
504,21000000,21.000000,shot_004,72,Forgive me... the winds demand their toll.,audio_003 | audio_004
505,21041667,21.041667,shot_004,73,Forgive me... the winds demand their toll.,audio_003 | audio_004
506,21083333,21.083333,shot_004,74,Forgive me... the winds demand their toll.,audio_003 | audio_004
507,21125000,21.125000,shot_004,75,Forgive me... the winds demand their toll.,audio_003 | audio_004
508,21166667,21.166667,shot_004,76,Forgive me... the winds demand their toll.,audio_003 | audio_004
509,21208333,21.208333,shot_004,77,Forgive me... the winds demand their toll.,audio_003 | audio_004
510,21250000,21.250000,shot_004,78,Forgive me... the winds demand their toll.,audio_003 | audio_004
511,21291667,21.291667,shot_004,79,Forgive me... the winds demand their toll.,audio_003 | audio_004
512,21333333,21.333333,shot_004,80,Forgive me... the winds demand their toll.,audio_003 | audio_004
513,21375000,21.375000,shot_004,81,Forgive me... the winds demand their toll.,audio_003 | audio_004
514,21416667,21.416667,shot_004,82,Forgive me... the winds demand their toll.,audio_003 | audio_004
515,21458333,21.458333,shot_004,83,Forgive me... the winds demand their toll.,audio_003 | audio_004
516,21500000,21.500000,shot_004,84,Forgive me... the winds demand their toll.,audio_003 | audio_004
517,21541667,21.541667,shot_004,85,Forgive me... the winds demand their toll.,audio_003 | audio_004
518,21583333,21.583333,shot_004,86,Forgive me... the winds demand their toll.,audio_003 | audio_004
519,21625000,21.625000,shot_004,87,Forgive me... the winds demand their toll.,audio_003 | audio_004
520,21666667,21.666667,shot_004,88,Forgive me... the winds demand their toll.,audio_003 | audio_004
521,21708333,21.708333,shot_004,89,Forgive me... the winds demand their toll.,audio_003 | audio_004
522,21750000,21.750000,shot_004,90,Forgive me... the winds demand their toll.,audio_003 | audio_004
523,21791667,21.791667,shot_004,91,Forgive me... the winds demand their toll.,audio_003 | audio_004
524,21833333,21.833333,shot_004,92,Forgive me... the winds demand their toll.,audio_003 | audio_004
525,21875000,21.875000,shot_004,93,Forgive me... the winds demand their toll.,audio_003 | audio_004
526,21916667,21.916667,shot_004,94,Forgive me... the winds demand their toll.,audio_003 | audio_004
527,21958333,21.958333,shot_004,95,Forgive me... the winds demand their toll.,audio_003 | audio_004
528,22000000,22.000000,shot_004,96,Forgive me... the winds demand their toll.,audio_003 | audio_004
529,22041667,22.041667,shot_004,97,Forgive me... the winds demand their toll.,audio_003 | audio_004
530,22083333,22.083333,shot_004,98,Forgive me... the winds demand their toll.,audio_003 | audio_004
531,22125000,22.125000,shot_004,99,Forgive me... the winds demand their toll.,audio_003 | audio_004
532,22166667,22.166667,shot_004,100,Forgive me... the winds demand their toll.,audio_003 | audio_004
533,22208333,22.208333,shot_004,101,Forgive me... the winds demand their toll.,audio_003 | audio_004
534,22250000,22.250000,shot_004,102,Forgive me... the winds demand their toll.,audio_003 | audio_004
535,22291667,22.291667,shot_004,103,Forgive me... the winds demand their toll.,audio_003 | audio_004
536,22333333,22.333333,shot_004,104,Forgive me... the winds demand their toll.,audio_003 | audio_004
537,22375000,22.375000,shot_004,105,Forgive me... the winds demand their toll.,audio_003 | audio_004
538,22416667,22.416667,shot_004,106,Forgive me... the winds demand their toll.,audio_003 | audio_004
539,22458333,22.458333,shot_004,107,Forgive me... the winds demand their toll.,audio_003 | audio_004
540,22500000,22.500000,shot_004,108,Forgive me... the winds demand their toll.,audio_003 | audio_004
541,22541667,22.541667,shot_004,109,Forgive me... the winds demand their toll.,audio_003 | audio_004
542,22583333,22.583333,shot_004,110,Forgive me... the winds demand their toll.,audio_003 | audio_004
543,22625000,22.625000,shot_004,111,Forgive me... the winds demand their toll.,audio_003 | audio_004
544,22666667,22.666667,shot_004,112,Forgive me... the winds demand their toll.,audio_003 | audio_004
545,22708333,22.708333,shot_004,113,Forgive me... the winds demand their toll.,audio_003 | audio_004
546,22750000,22.750000,shot_004,114,Forgive me... the winds demand their toll.,audio_003 | audio_004
547,22791667,22.791667,shot_004,115,Forgive me... the winds demand their toll.,audio_003 | audio_004
548,22833333,22.833333,shot_004,116,Forgive me... the winds demand their toll.,audio_003 | audio_004
549,22875000,22.875000,shot_004,117,Forgive me... the winds demand their toll.,audio_003 | audio_004
550,22916667,22.916667,shot_004,118,Forgive me... the winds demand their toll.,audio_003 | audio_004
551,22958333,22.958333,shot_004,119,Forgive me... the winds demand their toll.,audio_003 | audio_004
552,23000000,23.000000,shot_004,120,Forgive me... the winds demand their toll.,audio_003 | audio_004
553,23041667,23.041667,shot_004,121,Forgive me... the winds demand their toll.,audio_003 | audio_004
554,23083333,23.083333,shot_004,122,Forgive me... the winds demand their toll.,audio_003 | audio_004
555,23125000,23.125000,shot_004,123,Forgive me... the winds demand their toll.,audio_003 | audio_004
556,23166667,23.166667,shot_004,124,Forgive me... the winds demand their toll.,audio_003 | audio_004
557,23208333,23.208333,shot_004,125,Forgive me... the winds demand their toll.,audio_003 | audio_004
558,23250000,23.250000,shot_004,126,Forgive me... the winds demand their toll.,audio_003 | audio_004
559,23291667,23.291667,shot_004,127,Forgive me... the winds demand their toll.,audio_003 | audio_004
560,23333333,23.333333,shot_004,128,Forgive me... the winds demand their toll.,audio_003 | audio_004
561,23375000,23.375000,shot_004,129,Forgive me... the winds demand their toll.,audio_003 | audio_004
562,23416667,23.416667,shot_004,130,Forgive me... the winds demand their toll.,audio_003 | audio_004
563,23458333,23.458333,shot_004,131,Forgive me... the winds demand their toll.,audio_003 | audio_004
564,23500000,23.500000,shot_004,132,,audio_003 | audio_004
565,23541667,23.541667,shot_004,133,,audio_003 | audio_004
566,23583333,23.583333,shot_004,134,,audio_003 | audio_004
567,23625000,23.625000,shot_004,135,,audio_003 | audio_004
568,23666667,23.666667,shot_004,136,,audio_003 | audio_004
569,23708333,23.708333,shot_004,137,,audio_003 | audio_004
570,23750000,23.750000,shot_004,138,,audio_003 | audio_004
571,23791667,23.791667,shot_004,139,,audio_003 | audio_004
572,23833333,23.833333,shot_004,140,,audio_003 | audio_004
573,23875000,23.875000,shot_004,141,,audio_003 | audio_004
574,23916667,23.916667,shot_004,142,,audio_003 | audio_004
575,23958333,23.958333,shot_004,143,,audio_003 | audio_004
576,24000000,24.000000,shot_005,0,,
577,24041667,24.041667,shot_005,1,,
578,24083333,24.083333,shot_005,2,,
579,24125000,24.125000,shot_005,3,,
580,24166667,24.166667,shot_005,4,,
581,24208333,24.208333,shot_005,5,,
582,24250000,24.250000,shot_005,6,,
583,24291667,24.291667,shot_005,7,,
584,24333333,24.333333,shot_005,8,,
585,24375000,24.375000,shot_005,9,,
586,24416667,24.416667,shot_005,10,,
587,24458333,24.458333,shot_005,11,,
588,24500000,24.500000,shot_005,12,,
589,24541667,24.541667,shot_005,13,,
590,24583333,24.583333,shot_005,14,,
591,24625000,24.625000,shot_005,15,,
592,24666667,24.666667,shot_005,16,,
593,24708333,24.708333,shot_005,17,,
594,24750000,24.750000,shot_005,18,,
595,24791667,24.791667,shot_005,19,,
596,24833333,24.833333,shot_005,20,,
597,24875000,24.875000,shot_005,21,,
598,24916667,24.916667,shot_005,22,,
599,24958333,24.958333,shot_005,23,,
600,25000000,25.000000,shot_005,24,She reached out to touch the gold inlay.,audio_005
601,25041667,25.041667,shot_005,25,She reached out to touch the gold inlay.,audio_005
602,25083333,25.083333,shot_005,26,She reached out to touch the gold inlay.,audio_005
603,25125000,25.125000,shot_005,27,She reached out to touch the gold inlay.,audio_005
604,25166667,25.166667,shot_005,28,She reached out to touch the gold inlay.,audio_005
605,25208333,25.208333,shot_005,29,She reached out to touch the gold inlay.,audio_005
606,25250000,25.250000,shot_005,30,She reached out to touch the gold inlay.,audio_005
607,25291667,25.291667,shot_005,31,She reached out to touch the gold inlay.,audio_005
